Date,Amount,Category
2026-08-01,14,Social Life
2026-08-02,14.1,Social Life
2026-08-03,15.1,Social Life
2026-08-04,17.2,Social Life
2026-08-05,15.1,Social Life
2026-08-06,14.5,Social Life
2026-08-07,13.6,Social Life
2026-08-08,13.1,Social Life
2026-08-09,13.1,Social Life
2026-08-10,13.3,Social Life
2026-08-11,14.8,Social Life
2026-08-12,15,Social Life
2026-08-13,16.4,Social Life
2026-08-14,15.3,Social Life
2026-08-15,13.8,Social Life
2026-08-16,13.5,Social Life
2026-08-17,12.7,Social Life
2026-08-18,13.1,Social Life
2026-08-19,15.8,Social Life
2026-08-20,16,Social Life
2026-08-21,14.4,Social Life
2026-08-22,11.9,Social Life
2026-08-23,13.2,Social Life
2026-08-24,12,Social Life
2026-08-25,11.6,Social Life
2026-08-26,12.1,Social Life
2026-08-27,17.3,Social Life
2026-08-28,17,Social Life
2026-08-29,14.7,Social Life
2026-08-30,17.8,Social Life
2026-08-31,13.7,Social Life
2026-09-01,16.6,Social Life
2026-09-02,14.5,Social Life
2026-09-03,13.6,Social Life
2026-09-04,15.8,Social Life
2026-09-05,16.4,Social Life
2026-09-06,16.8,Social Life
2026-09-07,14.6,Social Life
2026-09-08,15.7,Social Life
2026-09-09,19.7,Social Life
2026-09-10,20.7,Social Life
2026-09-11,18.6,Social Life
2026-09-12,13.7,Social Life
2026-09-13,11.9,Social Life
2026-09-14,14,Social Life
2026-09-15,14.6,Social Life
2026-09-16,13.4,Social Life
2026-09-17,16.6,Social Life
2026-09-18,21,Social Life
2026-09-19,23.2,Social Life
2026-09-20,23.9,Social Life
2026-09-21,17.8,Social Life
2026-09-22,16.2,Social Life
2026-09-23,22.1,Social Life
2026-09-24,24.3,Social Life
2026-09-25,19,Social Life
2026-09-26,16.5,Social Life
2026-09-27,17.1,Social Life
2026-09-28,17.3,Social Life
2026-09-29,16.8,Social Life
2026-09-30,21.7,Social Life
2026-10-01,20.1,Social Life
2026-10-02,15,Social Life
2026-10-03,14.8,Social Life
2026-10-04,19.8,Social Life
2026-10-05,24,Social Life
2026-10-06,14,Social Life
2026-10-07,15.3,Social Life
2026-10-08,14.8,Social Life
2026-10-09,16.8,Social Life
2026-10-10,20.8,Social Life
2026-10-11,12.9,Social Life
2026-10-12,14.3,Social Life
2026-10-13,18.9,Social Life
2026-10-14,22.6,Social Life
2026-10-15,24.7,Social Life
2026-10-16,19.6,Social Life
2026-10-17,20.2,Social Life
2026-10-18,23.9,Social Life
2026-10-19,15.1,Social Life
2026-10-20,17.1,Social Life
2026-10-21,15.3,Social Life
2026-10-22,16,Social Life
2026-10-23,16.8,Social Life
2026-10-24,19.8,Social Life
2026-10-25,27.2,Social Life
2026-10-26,29.1,Social Life
2026-10-27,31.4,Social Life
2026-10-28,33.2,Social Life
2026-10-29,33.7,Social Life
2026-10-30,19.6,Social Life
2026-10-31,31.8,Social Life
2026-11-01,22.4,Social Life
2026-11-02,21.4,Social Life
2026-11-03,22,Social Life
2026-11-04,21.6,Social Life
2026-11-05,30.7,Social Life
2026-11-06,30.2,Social Life
2026-11-07,32.6,Social Life
2026-11-08,26.6,Social Life
2026-11-09,22,Social Life
2026-11-10,16.3,Social Life
2026-11-11,17.2,Social Life
2026-11-12,25.5,Social Life
2026-11-13,32.1,Social Life
2026-11-14,18.4,Social Life
2026-11-15,21,Social Life
2026-11-16,16.8,Social Life
2026-11-17,15.6,Social Life
2026-11-18,18.5,Social Life
2026-11-19,21.5,Social Life
2026-11-20,28.1,Social Life
2026-11-21,31.4,Social Life
2026-11-22,20.9,Social Life
2026-11-23,18.7,Social Life
2026-11-24,19.9,Social Life
2026-11-25,21.9,Social Life
2026-11-26,19.1,Social Life
2026-11-27,28.5,Social Life
2026-11-28,26.2,Social Life
2026-11-29,20.1,Social Life
2026-11-30,19.9,Social Life
2026-12-01,22.2,Social Life
2026-12-02,31.4,Social Life
2026-12-03,24.1,Social Life
2026-12-04,35.2,Social Life
2026-12-05,36.9,Social Life
2026-12-06,33.2,Social Life
2026-12-07,35.7,Social Life
2026-12-08,21.1,Social Life
2026-12-09,21.6,Social Life
2026-12-10,18.6,Social Life
2026-12-11,18.8,Social Life
2026-12-12,18.7,Social Life
2026-12-13,21.6,Social Life
2026-12-14,22.4,Social Life
2026-12-15,20.9,Social Life
2026-12-16,23.3,Social Life
2026-12-17,34.4,Social Life
2026-12-18,20.7,Social Life
2026-12-19,24.2,Social Life
2026-12-20,22.2,Social Life
2026-12-21,23.5,Social Life
2026-12-22,30.3,Social Life
2026-12-23,19.8,Social Life
2026-12-24,23.3,Social Life
2026-12-25,29.3,Social Life
2026-12-26,20.9,Social Life
2026-12-27,37.6,Social Life
2026-12-28,23.2,Social Life
2026-12-29,25.1,Social Life
2026-12-30,24.4,Social Life
2026-12-31,24.6,Social Life
